user_id,timestamp,channel,conversion,conversion_value
user_453,2023-02-09,Social Media,0,0
user_11978,2023-01-05,Referral,0,0
user_18691,2023-01-25,Organic Search,0,0
user_1746,2023-01-07,Direct,0,0
user_6831,2023-02-10,Referral,0,0
user_3972,2023-02-13,Organic Search,0,0
user_9107,2023-02-10,Direct,0,0
user_13437,2023-02-13,Direct,0,0
user_351,2023-01-22,Social Media,1,18
user_19480,2023-01-29,Email,0,0
user_13405,2023-03-01,Referral,0,0
user_19491,2023-02-22,Direct,0,0
user_3004,2023-01-12,Direct,0,0
user_12440,2023-02-23,Referral,0,0
user_4798,2023-02-09,Social Media,0,0
user_19216,2023-02-27,Referral,0,0
user_4708,2023-02-07,Direct,0,0
user_7770,2023-02-16,Email,0,0
user_6807,2023-01-10,Referral,1,34
user_5875,2023-03-01,Organic Search,0,0
user_10918,2023-02-23,Social Media,0,0
user_10813,2023-01-25,Email,0,0
user_5459,2023-02-01,Organic Search,0,0
user_9184,2023-01-11,Referral,0,0
user_14264,2023-01-26,Organic Search,0,0
user_5389,2023-02-06,Organic Search,0,0
user_13697,2023-02-02,Paid Search,0,0
user_16543,2023-02-05,Paid Search,0,0
user_2721,2023-02-27,Social Media,0,0
user_515,2023-02-12,Referral,0,0
user_8969,2023-01-01,Social Media,0,0
user_17848,2023-02-22,Organic Search,0,0
user_9918,2023-02-06,Organic Search,0,0
user_11610,2023-02-08,Referral,0,0
user_3902,2023-02-14,Paid Search,0,0
user_11804,2023-01-16,Social Media,0,0
user_11976,2023-02-28,Organic Search,0,0
user_40,2023-01-15,Social Media,1,83
user_10409,2023-01-03,Paid Search,0,0
user_16620,2023-01-16,Referral,0,0
user_8616,2023-02-10,Social Media,1,47
user_15760,2023-02-19,Social Media,0,0
user_1932,2023-02-03,Social Media,0,0
user_7263,2023-03-01,Paid Search,1,77
user_17533,2023-01-10,Paid Search,0,0
user_19856,2023-01-16,Paid Search,0,0
user_19205,2023-01-08,Direct,0,0
user_319,2023-01-30,Email,0,0
user_1942,2023-02-27,Organic Search,0,0
user_15886,2023-01-31,Social Media,0,0
user_14701,2023-02-12,Organic Search,0,0
user_1373,2023-01-04,Organic Search,0,0
user_4338,2023-01-08,Social Media,0,0
user_10177,2023-02-22,Email,0,0
user_236,2023-01-27,Email,0,0
user_1965,2023-02-05,Referral,0,0
user_3442,2023-01-24,Organic Search,0,0
user_18416,2023-02-12,Email,0,0
user_7600,2023-02-10,Email,1,68
user_1394,2023-01-09,Paid Search,0,0
user_1064,2023-02-22,Referral,0,0
user_15551,2023-01-07,Direct,0,0
user_8732,2023-01-20,Direct,0,0
user_11848,2023-01-04,Paid Search,0,0
user_17000,2023-02-27,Referral,0,0
user_12956,2023-01-02,Social Media,1,84
user_7312,2023-02-05,Organic Search,0,0
user_4378,2023-01-01,Email,0,0
user_2133,2023-01-03,Organic Search,0,0
user_12480,2023-02-09,Organic Search,1,33
user_9813,2023-01-18,Social Media,0,0
user_19244,2023-01-09,Social Media,0,0
user_14124,2023-02-21,Paid Search,0,0
user_3221,2023-02-28,Social Media,0,0
user_2816,2023-02-05,Referral,0,0
user_14650,2023-01-03,Email,0,0
user_3550,2023-01-07,Social Media,0,0
user_8851,2023-02-12,Organic Search,0,0
user_1944,2023-01-19,Organic Search,0,0
user_772,2023-01-16,Direct,0,0
user_12383,2023-02-07,Email,0,0
user_215,2023-01-07,Referral,0,0
user_17185,2023-02-10,Direct,0,0
user_13493,2023-02-04,Paid Search,0,0
user_7487,2023-01-01,Referral,0,0
user_17508,2023-02-01,Social Media,1,82
user_6443,2023-01-17,Paid Search,0,0
user_12226,2023-01-27,Paid Search,0,0
user_17713,2023-01-04,Social Media,0,0
user_19587,2023-02-01,Direct,0,0
user_16495,2023-02-13,Direct,0,0
user_13199,2023-02-08,Referral,0,0
user_5284,2023-02-24,Social Media,0,0
user_14934,2023-02-22,Direct,0,0
user_18979,2023-02-15,Email,0,0
user_15793,2023-02-06,Organic Search,0,0
user_6844,2023-02-03,Direct,0,0
user_2304,2023-02-24,Paid Search,0,0
user_4518,2023-02-27,Organic Search,0,0
user_12844,2023-02-12,Social Media,0,0
user_6574,2023-01-03,Social Media,0,0
user_6485,2023-01-05,Paid Search,0,0
user_19923,2023-02-09,Social Media,0,0
user_3101,2023-02-01,Paid Search,0,0
user_4776,2023-02-01,Email,0,0
user_13772,2023-01-10,Paid Search,0,0
user_976,2023-02-12,Organic Search,0,0
user_8212,2023-02-24,Paid Search,0,0
user_12521,2023-01-23,Organic Search,0,0
user_12212,2023-02-02,Email,0,0
user_13694,2023-01-17,Email,0,0
user_9986,2023-01-21,Paid Search,0,0
user_5534,2023-02-25,Email,0,0
user_679,2023-01-28,Paid Search,0,0
user_10045,2023-01-08,Paid Search,1,67
user_3076,2023-02-09,Email,0,0
user_15059,2023-01-13,Organic Search,0,0
user_19337,2023-03-01,Email,0,0
user_11048,2023-01-20,Email,0,0
user_6116,2023-02-27,Organic Search,0,0
user_2438,2023-01-03,Direct,0,0
user_18750,2023-01-30,Organic Search,0,0
user_12000,2023-02-03,Social Media,0,0
user_8581,2023-02-27,Direct,0,0
user_13704,2023-01-09,Email,0,0
user_9737,2023-01-25,Direct,0,0
user_10676,2023-02-19,Email,1,98
user_9592,2023-02-28,Referral,0,0
user_11265,2023-01-28,Social Media,1,41
user_10434,2023-02-06,Referral,0,0
user_7448,2023-02-20,Referral,0,0
user_11682,2023-02-04,Paid Search,0,0
user_14615,2023-02-23,Email,0,0
user_9958,2023-02-09,Email,0,0
user_18576,2023-02-01,Email,0,0
user_3898,2023-02-04,Referral,0,0
user_4601,2023-01-03,Email,0,0
user_3159,2023-02-18,Referral,0,0
user_13777,2023-01-31,Direct,0,0
user_8903,2023-02-06,Social Media,0,0
user_16304,2023-01-25,Referral,0,0
user_18007,2023-02-13,Referral,0,0
user_14340,2023-01-09,Direct,0,0
user_16111,2023-01-01,Referral,0,0
user_11926,2023-01-23,Social Media,0,0
user_1670,2023-02-01,Email,0,0
user_2109,2023-01-11,Direct,0,0
user_3537,2023-01-11,Referral,0,0
user_15895,2023-01-05,Organic Search,0,0
user_11155,2023-01-10,Organic Search,0,0
user_10987,2023-01-27,Paid Search,0,0
user_4498,2023-02-14,Referral,0,0
user_2410,2023-02-22,Paid Search,0,0
user_17146,2023-01-13,Organic Search,0,0
user_8417,2023-02-09,Organic Search,1,16
user_4418,2023-02-08,Paid Search,0,0
user_2936,2023-02-04,Direct,0,0
user_18938,2023-01-14,Referral,0,0
user_17906,2023-02-08,Referral,1,73
user_297,2023-02-02,Email,0,0
user_13094,2023-02-03,Email,0,0
user_11076,2023-01-18,Referral,0,0
user_8515,2023-01-18,Email,0,0
user_17684,2023-01-04,Email,0,0
user_742,2023-01-22,Paid Search,0,0
user_2220,2023-02-20,Social Media,0,0
user_759,2023-01-31,Paid Search,0,0
user_1434,2023-02-02,Paid Search,0,0
user_18007,2023-01-20,Organic Search,0,0
user_798,2023-02-11,Paid Search,0,0
user_7432,2023-01-22,Social Media,0,0
user_5852,2023-02-17,Social Media,0,0
user_10020,2023-02-02,Paid Search,1,39
user_3332,2023-01-14,Referral,0,0
user_9127,2023-02-26,Social Media,0,0
user_7529,2023-02-16,Direct,0,0
user_11443,2023-02-26,Organic Search,0,0
user_12801,2023-02-04,Email,0,0
user_16826,2023-03-01,Social Media,0,0
user_892,2023-01-25,Organic Search,0,0
user_14387,2023-01-17,Referral,0,0
user_15356,2023-02-17,Paid Search,0,0
user_18740,2023-01-15,Social Media,0,0
user_635,2023-02-04,Referral,0,0
user_14049,2023-02-08,Email,0,0
user_16812,2023-01-23,Direct,0,0
user_15181,2023-01-07,Email,0,0
user_4349,2023-01-28,Referral,0,0
user_16220,2023-01-18,Email,0,0
user_18022,2023-02-20,Direct,0,0
user_7182,2023-01-14,Direct,0,0
user_13583,2023-01-02,Organic Search,1,82
user_5859,2023-02-28,Email,0,0
user_18717,2023-02-13,Paid Search,0,0
user_17128,2023-02-11,Email,0,0
user_12335,2023-01-31,Referral,0,0
user_6138,2023-01-21,Social Media,0,0
user_15157,2023-02-15,Direct,0,0
user_6323,2023-02-08,Organic Search,0,0
user_17507,2023-01-02,Paid Search,0,0
user_3209,2023-01-08,Email,1,94
user_7000,2023-02-05,Direct,0,0
user_6948,2023-02-15,Direct,0,0
user_17513,2023-02-15,Organic Search,0,0
user_13440,2023-02-16,Paid Search,0,0
user_16138,2023-02-20,Referral,0,0
user_4123,2023-01-31,Organic Search,0,0
user_7370,2023-02-01,Email,1,76
user_14031,2023-01-16,Referral,1,93
user_11934,2023-02-13,Direct,1,61
user_3559,2023-02-17,Social Media,1,62
user_9051,2023-02-24,Direct,0,0
user_5112,2023-02-10,Referral,0,0
user_3732,2023-02-23,Paid Search,0,0
user_19289,2023-02-19,Direct,1,64
user_19392,2023-02-11,Direct,0,0
user_19429,2023-01-16,Paid Search,0,0
user_17987,2023-01-06,Referral,0,0
user_18570,2023-02-05,Direct,0,0
user_18991,2023-01-28,Social Media,0,0
user_2620,2023-01-26,Direct,1,20
user_12794,2023-01-01,Social Media,0,0
user_13668,2023-02-18,Organic Search,0,0
user_1255,2023-02-10,Organic Search,0,0
user_14159,2023-01-02,Paid Search,0,0
user_658,2023-01-27,Email,1,22
user_6028,2023-01-12,Referral,0,0
user_12166,2023-02-11,Paid Search,0,0
user_13876,2023-01-28,Direct,0,0
user_13579,2023-01-05,Social Media,0,0
user_19725,2023-02-16,Referral,0,0
user_7927,2023-02-14,Direct,0,0
user_3995,2023-01-02,Paid Search,0,0
user_7801,2023-01-26,Referral,0,0
user_7239,2023-01-28,Social Media,1,13
user_2094,2023-01-30,Direct,0,0
user_5893,2023-01-18,Organic Search,0,0
user_4760,2023-02-13,Referral,0,0
user_17176,2023-02-21,Email,0,0
user_3973,2023-01-30,Paid Search,0,0
user_12156,2023-01-12,Organic Search,0,0
user_12809,2023-01-28,Referral,0,0
user_17334,2023-02-15,Organic Search,0,0
user_8562,2023-01-13,Direct,0,0
user_14479,2023-02-18,Social Media,0,0
user_2757,2023-01-03,Organic Search,0,0
user_10595,2023-02-20,Referral,1,35
user_17583,2023-01-06,Referral,0,0
user_15095,2023-02-19,Organic Search,0,0
user_3509,2023-02-26,Social Media,1,57
user_10204,2023-01-24,Direct,0,0
user_2868,2023-02-14,Direct,0,0
user_5987,2023-02-27,Referral,0,0
user_708,2023-01-09,Social Media,0,0
user_16015,2023-02-02,Organic Search,1,27
user_16409,2023-01-06,Email,0,0
user_19546,2023-01-21,Referral,0,0
user_9723,2023-02-13,Organic Search,0,0
user_329,2023-01-11,Email,0,0
user_7307,2023-01-05,Organic Search,0,0
user_9413,2023-01-10,Social Media,0,0
user_5454,2023-02-25,Paid Search,0,0
user_18243,2023-01-03,Social Media,0,0
user_9084,2023-01-07,Direct,0,0
user_9131,2023-01-24,Organic Search,0,0
user_13846,2023-02-27,Organic Search,1,48
user_15961,2023-03-01,Direct,0,0
user_6230,2023-02-12,Direct,1,71
user_14116,2023-01-10,Paid Search,0,0
user_9551,2023-02-05,Email,0,0
user_17062,2023-02-07,Paid Search,0,0
user_18592,2023-02-14,Direct,1,59
user_1908,2023-01-24,Email,0,0
user_3902,2023-02-19,Organic Search,0,0
user_18796,2023-01-15,Social Media,0,0
user_2792,2023-01-05,Social Media,1,61
user_15459,2023-02-03,Paid Search,0,0
user_2177,2023-02-19,Direct,0,0
user_4370,2023-01-31,Paid Search,0,0
user_986,2023-01-25,Direct,1,54
user_9073,2023-02-25,Social Media,0,0
user_2969,2023-02-07,Direct,1,38
user_13901,2023-02-05,Paid Search,0,0
user_9521,2023-01-03,Direct,0,0
user_17157,2023-02-25,Email,0,0
user_12303,2023-02-25,Social Media,0,0
user_2999,2023-01-22,Direct,0,0
user_2404,2023-02-11,Paid Search,0,0
user_19777,2023-02-26,Paid Search,0,0
user_10176,2023-01-19,Organic Search,0,0
user_123,2023-01-31,Organic Search,0,0
user_16350,2023-01-26,Organic Search,0,0
user_13849,2023-01-06,Social Media,0,0
user_1677,2023-01-14,Social Media,0,0
user_8305,2023-03-01,Referral,0,0
user_15646,2023-01-18,Direct,0,0
user_1931,2023-02-25,Direct,0,0
user_17751,2023-01-24,Email,0,0
user_17690,2023-02-22,Organic Search,0,0
user_14521,2023-02-01,Direct,0,0
user_6914,2023-02-04,Paid Search,0,0
user_14536,2023-02-04,Referral,1,18
user_8659,2023-01-10,Referral,0,0
user_310,2023-02-03,Paid Search,0,0
user_13318,2023-02-06,Referral,0,0
user_11805,2023-01-10,Social Media,0,0
user_1849,2023-02-09,Social Media,0,0
user_3061,2023-02-19,Organic Search,1,14
user_15402,2023-01-29,Email,0,0
user_15402,2023-01-05,Direct,0,0
user_6594,2023-01-28,Email,0,0
user_3164,2023-02-05,Email,0,0
user_16016,2023-02-20,Social Media,0,0
user_8404,2023-01-14,Organic Search,0,0
user_17014,2023-01-09,Social Media,1,57
user_5566,2023-02-20,Social Media,0,0
user_19073,2023-01-25,Direct,0,0
user_57,2023-01-08,Social Media,0,0
user_3599,2023-01-01,Organic Search,0,0
user_6174,2023-01-27,Email,0,0
user_8068,2023-01-13,Referral,1,23
user_4733,2023-02-01,Paid Search,0,0
user_4406,2023-01-29,Direct,0,0
user_6046,2023-01-26,Referral,0,0
user_13488,2023-02-08,Email,1,26
user_16914,2023-02-06,Paid Search,0,0
user_1112,2023-01-27,Direct,0,0
user_18841,2023-01-12,Social Media,0,0
user_8712,2023-01-04,Referral,0,0
user_2691,2023-01-11,Organic Search,0,0
user_16902,2023-02-04,Direct,1,79
user_14511,2023-02-03,Email,0,0
user_4605,2023-01-08,Referral,0,0
user_13335,2023-01-20,Direct,0,0
user_4098,2023-02-12,Direct,0,0
user_653,2023-02-17,Direct,0,0
user_4088,2023-01-22,Paid Search,0,0
user_10286,2023-01-13,Referral,0,0
user_19691,2023-01-24,Direct,0,0
user_17419,2023-01-14,Referral,0,0
user_13313,2023-02-13,Social Media,1,64
user_5483,2023-01-06,Email,0,0
user_7792,2023-01-13,Paid Search,0,0
user_2693,2023-01-10,Direct,0,0
user_147,2023-02-25,Paid Search,0,0
user_4988,2023-02-18,Referral,0,0
user_10306,2023-01-12,Referral,0,0
user_7356,2023-02-05,Paid Search,0,0
user_785,2023-01-14,Social Media,0,0
user_3418,2023-01-12,Paid Search,0,0
user_13717,2023-02-05,Email,0,0
user_18330,2023-02-27,Direct,0,0
user_11766,2023-01-26,Paid Search,0,0
user_2511,2023-01-03,Paid Search,1,20
user_15110,2023-01-05,Social Media,0,0
user_6606,2023-01-04,Social Media,0,0
user_13372,2023-01-10,Social Media,0,0
user_15261,2023-02-24,Organic Search,0,0
user_3283,2023-02-16,Direct,0,0
user_1204,2023-01-18,Social Media,0,0
user_6873,2023-01-01,Organic Search,0,0
user_2438,2023-02-28,Organic Search,0,0
user_11390,2023-02-26,Email,0,0
user_17995,2023-02-18,Direct,0,0
user_18984,2023-02-23,Referral,0,0
user_17988,2023-02-20,Email,0,0
user_159,2023-02-22,Social Media,0,0
user_19911,2023-01-04,Paid Search,0,0
user_18182,2023-01-06,Email,0,0
user_13784,2023-01-31,Social Media,0,0
user_3636,2023-01-25,Email,0,0
user_15388,2023-03-01,Referral,0,0
user_13841,2023-02-15,Direct,0,0
user_155,2023-02-14,Social Media,0,0
user_9739,2023-02-13,Social Media,1,12
user_19206,2023-01-02,Social Media,0,0
user_17414,2023-02-19,Direct,0,0
user_15133,2023-01-25,Social Media,0,0
user_16086,2023-02-12,Direct,0,0
user_8876,2023-03-01,Paid Search,0,0
user_8563,2023-01-02,Social Media,0,0
user_13013,2023-01-15,Email,1,35
user_11369,2023-01-26,Social Media,0,0
user_9649,2023-02-28,Social Media,0,0
user_12736,2023-01-02,Paid Search,0,0
user_581,2023-01-30,Referral,0,0
user_2985,2023-01-20,Direct,1,36
user_14278,2023-01-23,Direct,0,0
user_11001,2023-01-31,Organic Search,0,0
user_10066,2023-02-07,Email,0,0
user_3369,2023-02-01,Social Media,0,0
user_6385,2023-01-02,Organic Search,0,0
user_13871,2023-02-20,Organic Search,0,0
user_4063,2023-01-15,Organic Search,0,0
user_7680,2023-02-10,Email,0,0
user_11052,2023-01-08,Social Media,0,0
user_16682,2023-02-18,Paid Search,0,0
user_15604,2023-02-07,Social Media,0,0
user_2995,2023-02-03,Organic Search,0,0
user_13059,2023-02-09,Paid Search,0,0
user_7774,2023-02-15,Paid Search,0,0
user_5243,2023-01-14,Social Media,0,0
user_9656,2023-01-18,Referral,1,65
user_2678,2023-02-05,Organic Search,0,0
user_8881,2023-01-29,Organic Search,0,0
user_5121,2023-01-11,Referral,0,0
user_16401,2023-02-23,Social Media,0,0
user_11759,2023-01-03,Social Media,0,0
user_7850,2023-01-11,Email,0,0
user_18245,2023-02-28,Organic Search,0,0
user_16877,2023-01-17,Social Media,0,0
user_7310,2023-02-01,Direct,1,76
user_12525,2023-01-27,Social Media,0,0
user_17663,2023-02-11,Social Media,0,0
user_2123,2023-02-06,Paid Search,0,0
user_15957,2023-01-28,Referral,0,0
user_13612,2023-02-01,Email,0,0
user_11801,2023-02-02,Email,1,65
user_18235,2023-02-21,Social Media,0,0
user_16402,2023-01-30,Referral,0,0
user_18549,2023-01-05,Organic Search,1,71
user_2811,2023-02-20,Referral,0,0
user_9642,2023-01-10,Social Media,0,0
user_8922,2023-02-13,Direct,0,0
user_400,2023-01-13,Organic Search,0,0
user_19986,2023-01-16,Paid Search,0,0
user_7119,2023-01-26,Paid Search,0,0
user_6415,2023-02-15,Email,1,49
user_18162,2023-01-03,Referral,0,0
user_10238,2023-02-04,Organic Search,0,0
user_16551,2023-01-06,Organic Search,0,0
user_2737,2023-02-19,Email,0,0
user_12641,2023-02-26,Referral,0,0
user_14177,2023-02-13,Social Media,0,0
user_12386,2023-01-23,Paid Search,0,0
user_18047,2023-02-19,Referral,0,0
user_15722,2023-02-01,Direct,0,0
user_6723,2023-02-25,Social Media,0,0
user_2673,2023-01-03,Email,0,0
user_10790,2023-02-27,Paid Search,0,0
user_2282,2023-01-23,Email,0,0
user_12073,2023-02-09,Email,0,0
user_12268,2023-01-24,Social Media,0,0
user_14149,2023-01-02,Referral,0,0
user_19561,2023-01-16,Paid Search,0,0
user_17238,2023-01-24,Paid Search,0,0
user_13104,2023-01-11,Referral,0,0
user_7374,2023-01-06,Organic Search,0,0
user_11745,2023-02-12,Social Media,0,0
user_10848,2023-01-09,Paid Search,0,0
user_15912,2023-02-22,Email,0,0
user_16219,2023-01-09,Organic Search,0,0
user_10758,2023-01-10,Referral,0,0
user_12499,2023-01-31,Paid Search,0,0
user_6347,2023-01-18,Organic Search,1,51
user_14084,2023-02-16,Referral,0,0
user_6805,2023-01-04,Paid Search,0,0
user_566,2023-01-01,Paid Search,0,0
user_17873,2023-01-31,Social Media,0,0
user_4551,2023-01-19,Paid Search,1,67
user_18428,2023-01-30,Direct,0,0
user_10029,2023-01-05,Paid Search,0,0
user_18901,2023-02-20,Paid Search,0,0
user_7591,2023-01-15,Direct,0,0
user_5174,2023-02-24,Paid Search,0,0
user_8801,2023-01-23,Direct,0,0
user_5432,2023-03-01,Organic Search,0,0
user_15290,2023-01-16,Referral,0,0
user_3549,2023-02-18,Direct,0,0
user_12027,2023-01-31,Organic Search,0,0
user_17247,2023-01-08,Email,0,0
user_2333,2023-01-13,Direct,0,0
user_5651,2023-02-10,Direct,0,0
user_7081,2023-02-19,Paid Search,0,0
user_15733,2023-01-16,Email,0,0
user_17135,2023-01-14,Email,0,0
user_4579,2023-01-28,Social Media,0,0
user_3853,2023-02-20,Referral,0,0
user_11026,2023-01-17,Paid Search,0,0
user_4909,2023-01-30,Direct,0,0
user_13946,2023-02-23,Email,0,0
user_7630,2023-02-28,Social Media,0,0
user_3316,2023-02-24,Paid Search,0,0
user_13422,2023-02-12,Social Media,0,0
user_12578,2023-01-25,Direct,0,0
user_1727,2023-02-15,Email,0,0
user_14476,2023-01-02,Paid Search,0,0
user_10201,2023-02-26,Direct,0,0
user_7455,2023-02-20,Direct,0,0
user_19637,2023-01-07,Email,0,0
user_3973,2023-02-28,Referral,0,0
user_13719,2023-01-27,Email,0,0
user_12107,2023-02-23,Referral,0,0
user_15624,2023-01-24,Social Media,0,0
user_8721,2023-02-03,Social Media,0,0
user_13906,2023-02-05,Social Media,0,0
user_17366,2023-01-18,Email,1,42
user_4851,2023-01-10,Referral,0,0
user_8910,2023-01-25,Paid Search,0,0
user_11312,2023-02-19,Direct,0,0
user_14453,2023-01-05,Paid Search,0,0
user_8625,2023-02-03,Referral,0,0
user_3846,2023-02-10,Organic Search,0,0
user_11662,2023-02-18,Social Media,0,0
user_14830,2023-02-12,Email,0,0
user_6376,2023-01-12,Referral,0,0
user_8032,2023-01-09,Social Media,0,0
user_9812,2023-01-17,Email,0,0
user_12410,2023-01-27,Organic Search,1,53
user_3325,2023-01-29,Email,0,0
user_9353,2023-01-24,Organic Search,0,0
user_2308,2023-03-01,Social Media,0,0
user_5031,2023-02-15,Direct,0,0
user_14844,2023-02-10,Social Media,0,0
user_9807,2023-01-09,Social Media,0,0
user_5690,2023-02-26,Referral,0,0
user_16533,2023-02-23,Organic Search,0,0
user_11799,2023-01-09,Direct,0,0
user_4542,2023-02-14,Organic Search,1,95
user_13958,2023-02-26,Direct,0,0
user_6280,2023-01-23,Paid Search,0,0
user_7526,2023-02-11,Email,0,0
user_6818,2023-02-27,Direct,1,82
user_6291,2023-02-03,Paid Search,0,0
user_6842,2023-02-13,Email,0,0
user_11395,2023-01-25,Social Media,0,0
user_14317,2023-01-07,Social Media,0,0
user_19591,2023-01-11,Email,0,0
user_3515,2023-03-01,Referral,0,0
user_9871,2023-01-29,Direct,0,0
user_15220,2023-01-11,Paid Search,0,0
user_3995,2023-01-08,Organic Search,1,79
user_15824,2023-02-26,Paid Search,0,0
user_11370,2023-02-04,Email,0,0
user_18474,2023-02-07,Referral,0,0
user_13908,2023-01-21,Email,0,0
user_2119,2023-02-04,Email,0,0
user_14701,2023-02-05,Referral,0,0
user_14559,2023-02-01,Social Media,0,0
user_2061,2023-01-20,Social Media,0,0
user_3986,2023-01-21,Organic Search,0,0
user_7668,2023-02-15,Referral,0,0
user_11412,2023-01-13,Referral,0,0
user_4653,2023-02-06,Referral,0,0
user_8248,2023-01-25,Social Media,0,0
user_3581,2023-01-26,Social Media,0,0
user_4163,2023-01-05,Direct,0,0
user_10023,2023-02-11,Paid Search,0,0
user_5603,2023-02-08,Direct,0,0
user_17836,2023-02-20,Referral,0,0
user_12231,2023-01-22,Email,0,0
user_16266,2023-02-07,Organic Search,0,0
user_17745,2023-01-25,Referral,0,0
user_1010,2023-01-04,Social Media,0,0
user_13216,2023-01-17,Direct,0,0
user_7388,2023-01-06,Paid Search,0,0
user_8690,2023-02-17,Referral,0,0
user_8380,2023-01-12,Email,0,0
user_6310,2023-02-15,Social Media,0,0
user_9841,2023-02-11,Social Media,0,0
user_9683,2023-01-28,Email,1,64
user_16022,2023-01-28,Social Media,0,0
user_12019,2023-02-24,Paid Search,0,0
user_6763,2023-01-10,Organic Search,0,0
user_12780,2023-01-29,Social Media,0,0
user_8732,2023-02-27,Paid Search,0,0
user_15416,2023-02-15,Social Media,0,0
user_15401,2023-01-14,Social Media,0,0
user_14739,2023-02-17,Referral,0,0
user_5333,2023-02-28,Social Media,0,0
user_12814,2023-03-01,Social Media,0,0
user_19093,2023-01-21,Direct,1,88
user_9996,2023-01-20,Organic Search,0,0
user_37,2023-01-30,Referral,0,0
user_7216,2023-01-24,Social Media,0,0
user_329,2023-01-15,Organic Search,0,0
user_17791,2023-01-20,Paid Search,0,0
user_6059,2023-01-08,Direct,1,40
user_18436,2023-02-16,Referral,0,0
user_3935,2023-02-28,Email,0,0
user_9548,2023-01-05,Referral,0,0
user_1335,2023-02-27,Social Media,0,0
user_13349,2023-02-10,Email,0,0
user_6902,2023-02-21,Direct,0,0
user_513,2023-02-02,Social Media,0,0
user_8212,2023-01-11,Paid Search,0,0
user_13863,2023-02-19,Direct,0,0
user_1147,2023-02-15,Paid Search,0,0
user_18823,2023-01-05,Social Media,1,67
user_1978,2023-02-17,Paid Search,0,0
user_13658,2023-01-29,Paid Search,0,0
user_10049,2023-02-05,Organic Search,0,0
user_10457,2023-01-23,Social Media,0,0
user_15386,2023-02-28,Social Media,0,0
user_16943,2023-02-27,Email,0,0
user_8798,2023-01-24,Referral,0,0
user_7791,2023-01-25,Social Media,0,0
user_11532,2023-02-13,Social Media,0,0
user_2916,2023-01-19,Organic Search,0,0
user_13478,2023-01-26,Email,0,0
user_9035,2023-01-15,Referral,0,0
user_10321,2023-02-28,Referral,0,0
user_9260,2023-01-17,Social Media,0,0
user_12962,2023-02-05,Organic Search,0,0
user_17883,2023-02-15,Direct,0,0
user_19414,2023-01-28,Social Media,0,0
user_15847,2023-01-11,Email,0,0
user_11075,2023-02-23,Organic Search,0,0
user_14780,2023-02-05,Referral,0,0
user_13701,2023-01-12,Direct,0,0
user_17370,2023-02-24,Email,0,0
user_9818,2023-01-24,Direct,0,0
user_16558,2023-01-28,Organic Search,1,52
user_17190,2023-01-05,Referral,0,0
user_14982,2023-02-05,Direct,0,0
user_13380,2023-01-30,Direct,0,0
user_2146,2023-01-13,Paid Search,0,0
user_974,2023-02-19,Paid Search,0,0
user_1289,2023-02-03,Organic Search,0,0
user_9632,2023-02-14,Paid Search,0,0
user_4197,2023-02-05,Organic Search,0,0
user_9032,2023-02-27,Paid Search,0,0
user_14514,2023-02-17,Social Media,0,0
user_19571,2023-01-18,Direct,0,0
user_8913,2023-01-11,Email,0,0
user_4343,2023-02-25,Email,0,0
user_10335,2023-01-31,Organic Search,0,0
user_13540,2023-01-21,Organic Search,0,0
user_7900,2023-01-30,Paid Search,0,0
user_10403,2023-02-02,Social Media,0,0
user_11639,2023-02-20,Social Media,0,0
user_4092,2023-02-08,Social Media,0,0
user_8927,2023-02-11,Organic Search,0,0
user_13875,2023-01-05,Paid Search,0,0
user_970,2023-01-29,Paid Search,0,0
user_1377,2023-02-20,Organic Search,0,0
user_9417,2023-02-14,Email,0,0
user_13408,2023-01-02,Organic Search,0,0
user_12458,2023-01-29,Paid Search,0,0
user_11560,2023-02-27,Direct,1,20
user_10890,2023-01-07,Paid Search,0,0
user_2765,2023-02-13,Direct,0,0
user_3004,2023-01-30,Organic Search,0,0
user_13302,2023-01-01,Email,0,0
user_5473,2023-01-01,Email,0,0
user_1492,2023-02-17,Organic Search,0,0
user_8858,2023-01-08,Referral,0,0
user_4022,2023-02-20,Email,0,0
user_9963,2023-01-04,Direct,0,0
user_413,2023-01-26,Social Media,0,0
user_2932,2023-01-19,Social Media,0,0
user_9916,2023-02-03,Paid Search,0,0
user_9867,2023-02-17,Email,0,0
user_11851,2023-01-30,Referral,0,0
user_4096,2023-02-26,Direct,0,0
user_10512,2023-02-24,Direct,0,0
user_1230,2023-01-08,Paid Search,0,0
user_9894,2023-01-27,Direct,0,0
user_12083,2023-01-31,Email,0,0
user_7406,2023-02-11,Referral,0,0
user_6205,2023-02-24,Organic Search,1,66
user_5727,2023-02-14,Direct,0,0
user_2066,2023-01-31,Direct,0,0
user_6323,2023-01-05,Social Media,0,0
user_3287,2023-02-08,Paid Search,0,0
user_7767,2023-02-15,Referral,0,0
user_8639,2023-02-12,Referral,0,0
user_14590,2023-01-14,Paid Search,0,0
user_282,2023-01-23,Email,0,0
user_1524,2023-02-28,Social Media,0,0
user_15976,2023-01-11,Paid Search,0,0
user_3541,2023-01-07,Paid Search,0,0
user_12641,2023-02-09,Social Media,0,0
user_11858,2023-01-29,Direct,0,0
user_18656,2023-02-26,Paid Search,0,0
user_1537,2023-01-11,Social Media,0,0
user_12421,2023-02-19,Social Media,0,0
